palabra,idioma
hamarkadetan,euskara
izugarri,euskara
garatu,euskara
den,euskara
sektorea,euskara
da.,euskara
Batez,euskara
ere,euskara
hiriguneetan,euskara
bildu,euskara
dira,euskara
zerbitzu,euskara
"nagusiak,",euskara
administrazioari,euskara
loturikoak.,euskara
Turismoa,euskara
diru,euskara
iturri,euskara
nabarmena,euskara
bihurtu,euskara
da,euskara
azken,euskara
"urteetan,",euskara
batez,euskara
ere,euskara
kostaldeari,euskara
dagokionez.,euskara
Zientzia,euskara
eta,euskara
teknologia,euskara
Zamudion,euskara
kokaturik,euskara
dagoen,euskara
Bizkaiko,euskara
Zientzia,euskara
eta,euskara
Teknologia,euskara
Parkea,euskara
.,euskara
Euskalerriaren,euskara
Adiskideen,euskara
Elkartea,euskara
XVIII.,euskara
"mendean,",euskara
Ilustrazio,euskara
garaian,euskara
sortu,euskara
zen,euskara
zientzia,euskara
eta,euskara
kultura,euskara
erakundea,euskara
izan,euskara
"zen,",euskara
Xabier,euskara
Munibe,euskara
Peñafloridako,euskara
kondeak,euskara
eta,euskara
Azkoitiko,euskara
zalduntxoek,euskara
eratu,euskara
zutena.,euskara
1776.,euskara
urtean,euskara
Bergarako,euskara
Errege,euskara
Mintegia,euskara
sortu,euskara
zuten,euskara
eta,euskara
bertan,euskara
ezarri,euskara
ziren,euskara
Euskal,euskara
Herriko,euskara
zientzia,euskara
modernoaren,euskara
oinarriak.,euskara
Louis,euskara
Proust,euskara
kimikari,euskara
frantsesa,euskara
kontratatu,euskara
zuten,euskara
eta,euskara
hark,euskara
prestaturiko,euskara
laborategi,euskara
aurreratuan,euskara
Elhuyar,euskara
anaiek,euskara
wolframioa,euskara
aurkitu,euskara
zuten,euskara
1783.,euskara
urtean.,euskara
XIX.,euskara
mendean,euskara
Anton,euskara
Abadia,euskara
"esploratzaile,",euskara
astronomo,euskara
eta,euskara
zientzilaria,euskara
Frantziako,euskara
Zientzia,euskara
Akademiako,euskara
lehendakaria,euskara
izatera,euskara
iritsi,euskara
zen.,euskara
Gaur,euskara
egun,euskara
ere,euskara
badira,euskara
zientzilari,euskara
ezagunak,euskara
Euskal,euskara
"Herrian,",euskara
Pedro,euskara
Miguel,euskara
Etxenike,euskara
",",euskara
Jose,euskara
Ramon,euskara
Etxebarria,euskara
edo,euskara
Javier,euskara
Armentia,euskara
esate,euskara
baterako.,euskara
Zientzia,euskara
museoak,euskara
ere,euskara
ugari,euskara
"dira,",euskara
Eureka!,euskara
Zientzia,euskara
Museoa,euskara
",",euskara
Abadia,euskara
jauregia,euskara
",",euskara
Arabako,euskara
Natura,euskara
Zientzien,euskara
museoa,euskara
edota,euskara
Iruñeko,euskara
planetarioa,euskara
adibidez.,euskara
Zientzia,euskara
ikerketak,euskara
egiteko,euskara
hainbat,euskara
elkarte,euskara
garrantzitsu,euskara
ere,euskara
badaude:,euskara
Aranzadi,euskara
Zientzia,euskara
Elkartea,euskara
",",euskara
Elhuyar,euskara
Fundazioa,euskara
",",euskara
DiPC,euskara
",",euskara
TECNALIA,euskara
",",euskara
Biodonostia,euskara
eta,euskara
NanoGUNE,euskara
besteak,euskara
beste.,euskara
Bizkaiko,euskara
",",euskara
Arabako,euskara
",",euskara
Gipuzkoako,euskara
Teknologia,euskara
Parkeak,euskara
eta,euskara
Garaia,euskara
Berrikuntza,euskara
Guneak,euskara
osatzen,euskara
dute,euskara
Euskadiko,euskara
Parke,euskara
Teknologikoen,euskara
Sarea,euskara
.,euskara
Azpiegiturak,euskara
Garraiobideak,euskara
"Sakontzeko,",euskara
irakurri:,euskara
«,euskara
Euskal,euskara
Herriko,euskara
garraio,euskara
sarea,euskara
»,euskara
Garraioen,euskara
azpiegitura,euskara
desorekatu,euskara
xamarra,euskara
da,euskara
lurraldean.,euskara
Oro,euskara
"har,",euskara
sareak,euskara
hobeki,euskara
hornitzen,euskara
ditu,euskara
kostaldeko,euskara
"guneak,",euskara
eta,euskara
Nafarroa,euskara
Garaiko,euskara
hegoaldean,euskara
eta,euskara
Iparraldeko,euskara
barnealdean,euskara
gabeziak,euskara
nabariagoak,euskara
dira.,euskara
Errepideak,euskara
Bilbo-Behobia-Baiona,euskara
autobideak,euskara
lotzen,euskara
ditu,euskara
kostaldeko,euskara
"hiriak,",euskara
Bilbo-Gasteiz-Burgos,euskara
autobideak,euskara
Bizkaia,euskara
eta,euskara
Araba,euskara
arteko,euskara
komunikazioa,euskara
bideratzen,euskara
du,euskara
eta,euskara
Iruñea-Irurtzun-Andoain-Donostia,euskara
autobideak,euskara
Gipuzkoaren,euskara
eta,euskara
Nafarroaren,euskara
arteko,euskara
harremanak,euskara
errazten,euskara
ditu.,euskara
Trenbideak,euskara
Madril-Hendaia,euskara
/,euskara
Hendaia-Paris,euskara
burdinbidea,euskara
da,euskara
ardatz,euskara
"nagusia,",euskara
eta,euskara
horri,euskara
loturik,euskara
ageri,euskara
dira,euskara
besteak:,euskara
Bilbo-Miranda-Castejon,euskara
",",euskara
Altsasu-Iruñea-Tutera,euskara
eta,euskara
Baiona-Donibane,euskara
Garazi,euskara
.,euskara
Bide,euskara
estuko,euskara
burdinbide,euskara
bat,euskara
ere,euskara
bada,euskara
Baiona,euskara
eta,euskara
Bilbo,euskara
artean.,euskara
Galduriko,euskara
burdinbideak,euskara
ere,euskara
"badira,",euskara
Anglo-Vasco-Navarro,euskara
trenbidea,euskara
(Gasteiz,euskara
eta,euskara
Lizarra,euskara
lotzen,euskara
"zituen),",euskara
Bidasoako,euskara
trena,euskara
eta,euskara
Urolako,euskara
trena,euskara
",",euskara
adibidez.,euskara
Aireportuak,euskara
Bost,euskara
aireportu,euskara
dira,euskara
Euskal,euskara
Herrian.,euskara
Miarritzekoa,euskara
"Lapurdin,",euskara
Hondarribiakoa,euskara
"Gipuzkoan,",euskara
Loiukoa,euskara
"Bizkaian,",euskara
Forondakoa,euskara
Araban,euskara
eta,euskara
Noaingoa,euskara
Goi,euskara
Nafarroan.,euskara
Aipagarria,euskara
da,euskara
Euskal,euskara
Herriko,euskara
aire-trafikoaren,euskara
gehiengo,euskara
handia,euskara
Bilboko,euskara
eta,euskara
Baionako,euskara
aireportuetatik,euskara
igarotzen,euskara
dela.,euskara
Itsas-portuak,euskara
Portu,euskara
anitz,euskara
dira,euskara
euskal,euskara
"herrian,",euskara
baina,euskara
hiru,euskara
dira,euskara
merkataritza,euskara
portu,euskara
handiak:,euskara
Bilbokoa,euskara
",",euskara
Pasaiakoa,euskara
eta,euskara
Baionakoa,euskara
.,euskara
Herrialdeko,euskara
hiriburura,euskara
dagoen,euskara
"distantzia,",euskara
km.tan.,euskara
Eskualdeburura,euskara
dagoen,euskara
"distantzia,",euskara
km.tan.,euskara
Zerbitzuetara,euskara
"distantzia,",euskara
km.tan.,euskara
Energia,euskara
"Sakontzeko,",euskara
irakurri:,euskara
«,euskara
Euskal,euskara
Herriko,euskara
egitura,euskara
energetikoa,euskara
»,euskara
Euskal,euskara
Herrian,euskara
enpresa,euskara
pribatuak,euskara
arduratzen,euskara
dira,euskara
energiaren,euskara
horniduraz,euskara
eta,euskara
energia,euskara
jakin,euskara
batzuen,euskara
ekoizpenaz.,euskara
Gaur,euskara
egun,euskara
bi,euskara
energia,euskara
mota,euskara
baliatzen,euskara
dira,euskara
Euskal,euskara
Herrian;,euskara
energia,euskara
berriztagarriak,euskara
eta,euskara
ez-berriztagarriak,euskara
.,euskara
Energia,euskara
iturri,euskara
hauek,euskara
nagusiki,euskara
argindarra,euskara
sortzeko,euskara
eta,euskara
erregai,euskara
fosil,euskara
bidezko,euskara
gailuak,euskara
(adb.,euskara
garraioak,euskara
edo,euskara
berogailuak),euskara
martxan,euskara
emateko,euskara
baliatzen,euskara
dira.,euskara
Bai,euskara
bata,euskara
eta,euskara
bai,euskara
bestea,euskara
gure,euskara
gaur,euskara
egungo,euskara
ekonomia,euskara
sistemaren,euskara
oinarrian,euskara
"daude,",euskara
eta,euskara
haien,euskara
ekoizpenak,euskara
eta,euskara
erabilerak,euskara
errotik,euskara
aldatu,euskara
dute,euskara
Euskal,euskara
Herriko,euskara
eta,euskara
oro,euskara
har,euskara
herrialde,euskara
industrializatuetako,euskara
jendeen,euskara
bizimoldea,euskara
azken,euskara
berrehun,euskara
urteetan.,euskara
Industrializazioa,euskara
aintzineko,euskara
energia-iturri,euskara
eta,euskara
azpiegiturak,euskara
XVIII.,euskara
mende,euskara
"arte,",euskara
Euskal,euskara
Herrian,euskara
baliatzen,euskara
ziren,euskara
energia-iturri,euskara
nagusiak,euskara
egurra,euskara
",",euskara
egur-ikatza,euskara
",",euskara
"haizea,",euskara
ura,euskara
eta,euskara
abereen,euskara
indarra,euskara
ziren.,euskara
Harrikatzaren,euskara
ustiapena,euskara
ezaguna,euskara
bazen,euskara
"ere,",euskara
ez,euskara
zen,euskara
munduko,euskara
beste,euskara
leku,euskara
batzuetan,euskara
bezain,euskara
erabilia,euskara
[,euskara
140,euskara
],euskara
[,euskara
141,euskara
],euskara
[,euskara
142,euskara
],euskara
.,euskara
Egurra,euskara
eta,euskara
ikatza,euskara
errez,euskara
sortutako,euskara
beroa,euskara
besteak,euskara
beste,euskara
metalgintzan,euskara
eta,euskara
janaria,euskara
prestatzeko,euskara
(ogia...),euskara
baliatzen,euskara
"zen,",euskara
eta,euskara
beste,euskara
energia-iturriak,euskara
gailuak,euskara
mugiarazteko,euskara
(,euskara
garraiobideak,euskara
",",euskara
eiherak,euskara
...).,euskara
Oraindik,euskara
ere,euskara
baliatzen,euskara
diren,euskara
energia-iturriak,euskara
"dira,",euskara
nahiz,euskara
eta,euskara
ez,euskara
duten,euskara
industrializazioarekin,euskara
garatu,euskara
ziren,euskara
energia-iturriek,euskara
beste,euskara
garrantzia,euskara
gaur,euskara
egungo,euskara
ekonomian.,euskara
Haize,euskara
eta,euskara
ur,euskara
erroten,euskara
"kasuan,",euskara
nagusiki,euskara
argindarra,euskara
ekoizteko,euskara
baliatzen,euskara
dira,euskara
"orain,",euskara
eta,euskara
egurra,euskara
zein,euskara
egur-ikatza,euskara
sutondoak,euskara
dituzten,euskara
etxeak,euskara
berotzeko,euskara
erabiltzen,euskara
da.,euskara
Industrializazioarekin,euskara
sortu,euskara
edo,euskara
indartu,euskara
ziren,euskara
energia-iturri,euskara
eta,euskara
azpiegiturak,euskara
"Sakontzeko,",euskara
irakurri:,euskara
«,euskara
Industrializazioa,euskara
Euskal,euskara
Herrian,euskara
"»,",euskara
«,euskara
Industria,euskara
Iraultza,euskara
»,euskara
eta,euskara
«,euskara
Elektrizitatearen,euskara
historia,euskara
»,euskara
XVIII.,euskara
mende,euskara
bukaera,euskara
eta,euskara
XIX.,euskara
mende,euskara
hastapenetik,euskara
goiti,euskara
eman,euskara
zen,euskara
industria,euskara
iraultzak,euskara
erregai,euskara
fosilen,euskara
erabilpena,euskara
izugarri,euskara
emendatu,euskara
"zuen,",euskara
eta,euskara
gaur,euskara
egun,euskara
ere,euskara
energia-iturri,euskara
horiek,euskara
dira,euskara
argindarra,euskara
sortzeko,euskara
eta,euskara
gure,euskara
ekonomian,euskara
funtsezkoak,euskara
diren,euskara
gailuak,euskara
martxan,euskara
emateko,euskara
erabilienak.,euskara
Lurrun,euskara
makinaren,euskara
asmakuntzak,euskara
eta,euskara
erabileraren,euskara
zabaltzeak,euskara
harrikatzaren,euskara
ustiaketaren,euskara
gorakada,euskara
bortitz,euskara
bat,euskara
ekarri,euskara
zuen.,euskara
Harrikatzarekin,euskara
batera,euskara
petrolioaren,euskara
eta,euskara
gasaren,euskara
erabilpena,euskara
areagotu,euskara
"zen,",euskara
eta,euskara
hauek,euskara
"ustiatu,",euskara
tratatu,euskara
zein,euskara
garraiatzeko,euskara
azpiegitura,euskara
ainitz,euskara
garatu,euskara
ziren,euskara
XIX,euskara
eta,euskara
XX.,euskara
mendeetan;,euskara
besteak,euskara
beste,euskara
meatzeak,euskara
",",euskara
"itsas-portuak,",euskara
"trenbideak,",euskara
errepideak,euskara
eta,euskara
findegiak,euskara
.,euskara
XX.,euskara
mendean,euskara
zehar,euskara
argindarra,euskara
ekoizteko,euskara
eta,euskara
garraiatzeko,euskara
azpiegiturak,euskara
"(kable-sistema,",euskara
zentral,euskara
elektriko,euskara
",",euskara
termiko,euskara
eta,euskara
hidroelektrikoak,euskara
",",euskara
urtegiak,euskara
...),euskara
izugarri,euskara
garatu,euskara
"ziren,",euskara
elektrizitatea,euskara
eta,euskara
elektrizitate,euskara
bidezko,euskara
tresnak,euskara
hirietako,euskara
bitxikeria,euskara
izatetik,euskara
etxe,euskara
bakoitzeko,euskara
oinarrizko,euskara
baliabide,euskara
izatera,euskara
igarotzeraino.,euskara
Euskal,euskara
Herrian,euskara
kontsumitzen,euskara
den,euskara
argindarraren,euskara
ehuneko,euskara
handiena,euskara
erregai,euskara
fosilen,euskara
bidez,euskara
ekoitzia,euskara
da,euskara
[,euskara
143,euskara
],euskara
.,euskara
Energia-iturri,euskara
mota,euskara
berriak,euskara
eta,euskara
zahar-berriak,euskara
"Sakontzeko,",euskara
irakurri:,euskara
«,euskara
Energia,euskara
berriztagarriak,euskara
Euskal,euskara
Herrian,euskara
»,euskara
Erregai,euskara
fosilen,euskara
kopurua,euskara
mugatua,euskara
izanki,euskara
[,euskara
144,euskara
],euskara
",",euskara
eta,euskara
arrazoi,euskara
ekologiko,euskara
eta,euskara
geopolitikoak,euskara
direla,euskara
medio,euskara
[,euskara
145,euskara
],euskara
[,euskara
146,euskara
],euskara
",",euskara
gaur,euskara
egungo,euskara
ekonomia,euskara
eta,euskara
jendarte,euskara
sistemaren,euskara
energia,euskara
beharrei,euskara
aurre,euskara
egiteko,euskara
beste,euskara
energia-iturri,euskara
batzuk,euskara
asmatzen,euskara
eta,euskara
garatzen,euskara
dihardute,euskara
hainbat,euskara
sektorek,euskara
[,euskara
147,euskara
],euskara
.,euskara
Lemoizko,euskara
zentrala,euskara
Euskal,euskara
Herrian,euskara
eraiki,euskara
den,euskara
zentral,euskara
nuklear,euskara
bakarra,euskara
"da,",euskara
baina,euskara
ez,euskara
zen,euskara
inoiz,euskara
martxan,euskara
ezarri.,euskara
Energia,euskara
ez,euskara
berriztagarrien,euskara
alorrean,euskara
energia,euskara
nuklearra,euskara
dago.,euskara
Erregai,euskara
fosilen,euskara
ordezko,euskara
garbiago,euskara
bat,euskara
bada,euskara
ere,euskara
arriskutsuak,euskara
diren,euskara
hondarkinak,euskara
sortzen,euskara
"ditu,",euskara
eta,euskara
zentral,euskara
nuklearretan,euskara
istripuak,euskara
daudelarik,euskara
[,euskara
148,euskara
],euskara
osasunarentzat,euskara
kaltegarriak,euskara
diren,euskara
produktuak,euskara
askatzen,euskara
dira,euskara
[,euskara
149,euskara
],euskara
[,euskara
150,euskara
],euskara
.,euskara
"Ondorioz,",euskara
energia-iturri,euskara
mota,euskara
honen,euskara
erabilpena,euskara
sutsuki,euskara
eztabaidatua,euskara
dago,euskara
[,euskara
151,euskara
],euskara
eta,euskara
"adibidez,",euskara
Euskal,euskara
Herriko,euskara
herri,euskara
mugimenduak,euskara
zentral,euskara
nuklearrak,euskara
eraikitzearen,euskara
kontra,euskara
agertu,euskara
izan,euskara
dira,euskara
mota,euskara
honetako,euskara
proiektuak,euskara
aurrera,euskara
eraman,euskara
nahi,euskara
izan,euskara
direnean.,euskara
Gaur,euskara
egun,euskara
ez,euskara
dago,euskara
zentral,euskara
nuklearrik,euskara
Euskal,euskara
Herrian,euskara
bertan;,euskara
hurbilenekoak,euskara
Garoñako,euskara
zentrala,euskara
(Burgos),euskara
eta,euskara
Arcachongoa,euskara
(Gaskoinia),euskara
dira.,euskara
Euskal,euskara
Herrian,euskara
ekoizten,euskara
diren,euskara
energia,euskara
berriztagarri,euskara
nagusiak,euskara
energia,euskara
hidraulikoa,euskara
eta,euskara
energia,euskara
eolikoa,euskara
dira.,euskara
Tamaina,euskara
handikoa,euskara
"delarik,",euskara
energia-iturri,euskara
hauen,euskara
ustiapenak,euskara
eragin,euskara
kaltegarria,euskara
eduki,euskara
dezake,euskara
ingurunean,euskara
eta,euskara
horrek,euskara
eztabaidak,euskara
sortzen,euskara
ditu,euskara
azpiegiturak,euskara
eraiki,euskara
ala,euskara
ez,euskara
erabakitzeko,euskara
orduan,euskara
[,euskara
152,euskara
],euskara
.,euskara
Eguzki-energia,euskara
ere,euskara
ustiatzen,euskara
da,euskara
maila,euskara
apalago,euskara
batean,euskara
[,euskara
153,euskara
],euskara
.,euskara
Gaur,euskara
egun,euskara
49,euskara
parke,euskara
eoliko,euskara
daude,euskara
Nafarroan,euskara
eta,euskara
7,euskara
EAE-n,euskara
(2018ko,euskara
urtarrileko,euskara
datuak,euskara
[,euskara
154,euskara
],euskara
).,euskara
Ipar,euskara
Euskal,euskara
Herrian,euskara
ez,euskara
da,euskara
parke,euskara
eolikorik,euskara
[,euskara
155,euskara
],euskara
[,euskara
156,euskara
],euskara
",",euskara
baina,euskara
hainbat,euskara
udaletxek,euskara
herriko,euskara
eraikinetan,euskara
eguzki-plakak,euskara
jartzeko,euskara
pausoa,euskara
eman,euskara
dute,euskara
[,euskara
157,euskara
],euskara
.,euskara
Euskal,euskara
Herriko,euskara
energia,euskara
ekoizle,euskara
eta,euskara
hornitzaileak,euskara
Hego,euskara
zein,euskara
Ipar,euskara
Euskal,euskara
Herriko,euskara
energia,euskara
ekoizle,euskara
eta,euskara
hornitzaileak,euskara
enpresa,euskara
pribatuak,euskara
dira.,euskara
Jatorriz,euskara
Électricité,euskara
de,euskara
France,euskara
(EDF),euskara
eta,euskara
Endesa,euskara
frantziar,euskara
eta,euskara
espainiar,euskara
estatuen,euskara
jabetza,euskara
baziren,euskara
ere,euskara
(hurrenez,euskara
"hurren),",euskara
gaur,euskara
egun,euskara
enpresa,euskara
pribatuak,euskara
dira.,euskara
EDF-ren,euskara
"kasuan,",euskara
frantziar,euskara
estatua,euskara
akzioen,euskara
%80aren,euskara
jabe,euskara
da.,euskara
Ekoizle,euskara
eta,euskara
hornitzaile,euskara
handiak:,euskara
EDF,euskara
",",euskara
Enedis,euskara
",",euskara
Endesa,euskara
",",euskara
Engie,euskara
",",euskara
Gamesa,euskara
",",euskara
Iberdrola,euskara
",",euskara
Naturgy,euskara
",",euskara
Petronor,euskara
",",euskara
Saur,euskara
",",euskara
Total,euskara
Ekoizle,euskara
eta,euskara
hornitzaile,euskara
txikiak:,euskara
Enargia,euskara
",",euskara
GoiEner,euskara
",",euskara
I-Ener,euskara
",",euskara
Ura,euskara
Euskal,euskara
"Herrian,",euskara
uraren,euskara
kudeaketa,euskara
tokiko,euskara
administrazio,euskara
publikoaren,euskara
esku,euskara
dago;,euskara
zuzenean,euskara
zein,euskara
enpresa,euskara
publiko,euskara
edo,euskara
pribatu,euskara
bidez.,euskara
Eskumenak,euskara
Foru,euskara
Aldundienak,euskara
",",euskara
eskualdeenak,euskara
edo,euskara
herriko,euskara
etxeenak,euskara
izan,euskara
daitezke.,euskara
Ur-hornikuntza,euskara
eta,euskara
saneamendua,euskara
Herriko,euskara
etxe,euskara
bakoitzari,euskara
badagokio,euskara
ere,euskara
haren,euskara
udalerriko,euskara
urak,euskara
"kudeatzea,",euskara
normalean,euskara
ardura,euskara
hau,euskara
hainbat,euskara
udal,euskara
biltzen,euskara
dituzten,euskara
elkarteen,euskara
edo,euskara
udal,euskara
elkarte,euskara
hauekin,euskara
hitzarmena,euskara
duten,euskara
enpresen,euskara
esku,euskara
uzten,euskara
da.,euskara
"Sarri,",euskara
ur-hornikuntza,euskara
eta,euskara
saneamenduaz,euskara
arduratzen,euskara
diren,euskara
enpresak,euskara
hondakinen,euskara
kudeaketaz,euskara
eta,euskara
tratamenduaz,euskara
ere,euskara
arduratzen,euskara
dira.,euskara
Araba,euskara
",",euskara
Bizkaia,euskara
eta,euskara
Gipuzkoan,euskara
hainbat,euskara
udalen,euskara
artean,euskara
bultzaturiko,euskara
enpresa,euskara
publikoek,euskara
kudeatzen,euskara
dute,euskara
ura.,euskara
Enpresa,euskara
publiko,euskara
horiei,euskara
ur-partzuergo,euskara
deritze,euskara
eta,euskara
bazkide,euskara
diren,euskara
udalerrietan,euskara
egiten,euskara
dute,euskara
lan.,euskara
Nafarroa,euskara
Garaian,euskara
",",euskara
Foru,euskara
Aldundiak,euskara
bultzatutako,euskara
ur-partzuergoaren,euskara
esku,euskara
dago,euskara
uraren,euskara
hornikuntza,euskara
eta,euskara
saneamendua.,euskara
Lapurdi,euskara
",",euskara
Nafarroa,euskara
Beherea,euskara
eta,euskara
Zuberoan,euskara
zuzenki,euskara
Euskal,euskara
Hirigune,euskara
Elkargoko,euskara
herriko,euskara
etxeen,euskara
edo,euskara
haiekin,euskara
hitzarmen,euskara
bat,euskara
duten,euskara
entrepresa,euskara
pribatuen,euskara
gain,euskara
da,euskara
ur-hornikuntza.,euskara
Probintzia,euskara
bakoitzeko,euskara
entrepresa,euskara
publiko,euskara
eta,euskara
pribatuak:,euskara
Araban:,euskara
Arabako,euskara
Errioxako,euskara
Urkidetza,euskara
",",euskara
Zigoitiko,euskara
Ur,euskara
Partzuergoa,euskara
Bizkaian:,euskara
Bilbao,euskara
Bizkaia,euskara
Ur,euskara
Partzuergoa,euskara
",",euskara
Busturialdeko,euskara
Ur,euskara
Partzuergoa,euskara
Gipuzkoan:,euskara
Gipuzkoako,euskara
Ur,euskara
Kontsortzioa,euskara
-,euskara
Gipuzkoako,euskara
Urak,euskara
Lapurdin:,euskara
(herriko,euskara
etxe,euskara
bakoitzaren,euskara
arabera),euskara
AGUR,euskara
",",euskara
LAGUN,euskara
",",euskara
SAUR,euskara
eta,euskara
SUEZ,euskara
Nafarroa,euskara
Beherean:,euskara
(herriko,euskara
etxe,euskara
bakoitzaren,euskara
arabera),euskara
"AGUR,",euskara
"LAGUN,",euskara
SAUR,euskara
eta,euskara
SUEZ,euskara
Nafarroa,euskara
Garaian:,euskara
Nafarroako,euskara
Hondakinen,euskara
Partzuergoa,euskara
(NILSA),euskara
Zuberoan,euskara
(herriko,euskara
etxe,euskara
bakoitzaren,euskara
arabera):,euskara
"AGUR,",euskara
"LAGUN,",euskara
SAUR,euskara
eta,euskara
SUEZ,euskara
Osasun-azpiegiturak,euskara
"Sakontzeko,",euskara
irakurri:,euskara
«,euskara
Euskal,euskara
Herriko,euskara
ospitaleak,euskara
»,euskara
Arlo,euskara
"publikoan,",euskara
zentro,euskara
handien,euskara
artean,euskara
nabarmentzekoak,euskara
dira,euskara
Gurutzetako,euskara
Ospitalea,euskara
(,euskara
Barakaldo,euskara
),euskara
eta,euskara
Donostia,euskara
Ospitalea,euskara
",",euskara
biak,euskara
ala,euskara
biak,euskara
Osakidetzakoak,euskara
.,euskara
"Bestela,",euskara
erietxe,euskara
pribaturik,euskara
"ezagunena,",euskara
baita,euskara
Euskal,euskara
Herritik,euskara
kanpo,euskara
"ere,",euskara
Klinika,euskara
Unibertsitarioa,euskara
"da,",euskara
eta,euskara
Iruñean,euskara
dago.,euskara
Hezkuntza,euskara
eta,euskara
azpiegiturak,euskara
"Sakontzeko,",euskara
irakurri:,euskara
«,euskara
Hezkuntza,euskara
Euskal,euskara
Herrian,euskara
»,euskara
Euskal,euskara
Herrian,euskara
bi,euskara
hezkuntza,euskara
sistema,euskara
ezberdin,euskara
"daude,",euskara
Espainia,euskara
eta,euskara
Frantziakoa,euskara
.,euskara
Gainera,euskara
Hego,euskara
Euskal,euskara
Herrian,euskara
EAE,euskara
eta,euskara
Nafarroak,euskara
hezkuntzaren,euskara
gainean,euskara
arauak,euskara
sortzeko,euskara
eskumena,euskara
dute.,euskara
Euskal,euskara
Herri,euskara
osoan,euskara
ikastolak,euskara
dira,euskara
euskaraz,euskara
irakasteko,euskara
"zentroak,",euskara
nahiz,euskara
eta,euskara
Nafarroako,euskara
Eskualde,euskara
Euskaldunean,euskara
eta,euskara
Eskualde,euskara
Mistoan,euskara
",",euskara
hala,euskara
nola,euskara
Euskal,euskara
Autonomia,euskara
Erkidegoan,euskara
irakaskuntza,euskara
publikoan,euskara
ere,euskara
euskara,euskara
ikas,euskara
daitekeen,euskara
D,euskara
ereduan,euskara
.,euskara
B,euskara
eredua,euskara
eta,euskara
gisa,euskara
bereko,euskara
eredu,euskara
elebidunak,euskara
badira,euskara
hainbat,euskara
"ikastetxetan,",euskara
adibidez,euskara
Ipar,euskara
Euskal,euskara
Herriko,euskara
Ikas-bi,euskara
zentroetan.,euskara
A,euskara
ereduak,euskara
gazteleraz,euskara
ematen,euskara
du,euskara
irakaskuntza,euskara
"osoa,",euskara
baina,euskara
euskara,euskara
ikasgai,euskara
bat,euskara
da.,euskara
Eredu,euskara
hau,euskara
ofizialki,euskara
Euskal,euskara
Autonomia,euskara
Erkidego,euskara
osoan,euskara
eta,euskara
Nafarroa,euskara
ia,euskara
osoan,euskara
har,euskara
daiteke.,euskara
G,euskara
eredua,euskara
ere,euskara
existitzen,euskara
"da,",euskara
non,euskara
euskara,euskara
ere,euskara
ez,euskara
den,euskara
irakasgai,euskara
bat.,euskara
Eredu,euskara
hau,euskara
edo,euskara
baliokide,euskara
bat,euskara
Trebiñun,euskara
",",euskara
Lapurdi,euskara
",",euskara
Nafarroa,euskara
Beherea,euskara
eta,euskara
Zuberoan,euskara
eta,euskara
Nafarroako,euskara
Eskualde,euskara
Ez-euskaldunean,euskara
ematen,euskara
da.,euskara
G,euskara
ereduaren,euskara
oso,euskara
antzekoa,euskara
(eskaintzaren,euskara
aldetik),euskara
dugu,euskara
"ere,",euskara
"EAEan,",euskara
X,euskara
eredua,euskara
.,euskara
Curriculumari,euskara
"dagokionez,",euskara
hezkuntza,euskara
ezberdina,euskara
ematen,euskara
da,euskara
Frantzian,euskara
eta,euskara
Espainian.,euskara
Horrez,euskara
gain,euskara
Frantziako,euskara
ikastetxeek,euskara
%,euskara
10,euskara
herriko,euskara
gaietara,euskara
moldatu,euskara
ahal,euskara
dute.,euskara
Espainian,euskara
berezko,euskara
hizkuntza,euskara
duten,euskara
autonomia,euskara
erkidegoek,euskara
%,euskara
55,euskara
finkatu,euskara
ahal,euskara
"dute,",euskara
nahiz,euskara
eta,euskara
guztiz,euskara
ez,euskara
den,euskara
erabiltzen.,euskara
EAEn,euskara
gainera,euskara
Euskal,euskara
Autonomia,euskara
Erkidegorako,euskara
Euskal,euskara
Curriculuma,euskara
izeneko,euskara
dekretua,euskara
ere,euskara
legezkoa,euskara
"da,",euskara
Euskal,euskara
Curriculuma,euskara
eta,euskara
Espainiako,euskara
LOEren,euskara
arteko,euskara
nahaste,euskara
bat,euskara
da.,euskara
[,euskara
158,euskara
],euskara
Oñatiko,euskara
Sancti,euskara
Spiritus,euskara
1542.,euskara
urteko,euskara
unibertsitatea,euskara
Unibertsitateak,euskara
Unibertsitateari,euskara
"dagokionez,",euskara
historian,euskara
zehar,euskara
1542,euskara
sortu,euskara
zen,euskara
Oñatin,euskara
Sancti,euskara
Spiritus,euskara
"unibertsitatea,",euskara
eta,euskara
1901,euskara
arte,euskara
iraun,euskara
zuen.,euskara
Gaur,euskara
"egun,",euskara
Euskal,euskara
Herriko,euskara
Unibertsitatea,euskara
da,euskara
EAEko,euskara
zentro,euskara
publiko,euskara
nagusia.,euskara
Deustuko,euskara
Unibertsitatea,euskara
",",euskara
"ordea,",euskara
pribatu,euskara
nagusia,euskara
"da,",euskara
Bizkaian,euskara
batez,euskara
ere.,euskara
Gipuzkoan,euskara
",",euskara
Mondragon,euskara
Unibertsitatea,euskara
irabazi,euskara
asmorik,euskara
gabeko,euskara
kooperatiba,euskara
da.,euskara
Nafarroan,euskara
",",euskara
Unibertsitate,euskara
publiko,euskara
eta,euskara
pribatua,euskara
daude.,euskara
Ipar,euskara
Euskal,euskara
Herrian,euskara
